80 81 0 191 198
60 81 0 191 195
108 109 0 192 194
28 108 0 192 201
28 109 0 192 196
81 82 0 193 195
81 109 0 193 194
81 108 0 194 198
27 28 1 196 -1
80 106 0 197 200
106 107 0 197 203
80 107 0 197 199
80 108 0 198 199
107 108 0 199 202
79 106 0 200 223
29 108 0 201 202
28 29 1 201 -1
30 106 0 203 218
100 101 0 204 209
75 101 0 204 208
102 104 0 205 217
102 103 0 205 206
103 104 0 205 215
101 102 0 206 208
101 103 0 206 212
75 76 0 207 211
75 102 0 208 211
101 132 0 209 212
76 102 0 210 211
78 102 0 210 217
76 78 0 210 219
103 132 0 212 213
35 132 0 213 214
35 103 0 213 216
35 36 1 214 -1
34 104 0 215 226
34 103 0 215 216
34 35 1 216 -1
78 104 0 217 221
31 106 0 218 222
30 31 1 218 -1
78 105 0 220 221
79 105 0 220 223
104 105 0 221 225
105 106 0 222 223
31 105 0 222 224
31 32 1 224 -1
32 105 0 224 227
33 104 0 225 226
33 105 0 225 227
33 34 1 226 -1
32 33 1 227 -1
